transaction_id,customer_id,sku,product_name,line,date,qty,unit_price,revenue,channel,region,segment,campaign_group
T0003189,C00776,ALK-FB-01,Fuß Butter,Feet,2023-12-26,1,7.41,7.41,online,Sachsen,diabetic_care,treatment
T0002893,C00700,ALK-FB-05,10% Urea Fußcreme,Feet,2023-12-27,1,7.46,7.46,online,Hessen,athletes_25,control
T0003207,C00781,ALK-LG-01,5 in 1 Beinlotion,Legs,2023-12-27,3,9.72,29.16,online,Bayern,young_active_women,control
T0000197,C00046,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-12-28,1,6.82,6.82,pharmacy,Hessen,active_women_35,treatment
T0001794,C00446,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-12-28,2,9.34,18.68,pharmacy,Bayern,diabetic_care,control
T0001941,C00483,ALK-FB-05,10% Urea Fußcreme,Feet,2023-12-28,2,7.08,14.16,online,Berlin,diabetic_care,treatment
T0002113,C00521,ALK-FB-01,Fuß Butter,Feet,2023-12-28,1,7.94,7.94,pharmacy,Niedersachsen,diabetic_care,control
T0002900,C00703,ALK-FB-02,Sole Fußbad,Feet,2023-12-28,3,6.26,18.78,pharmacy,Hamburg,wellness_50plus,control
T0000325,C00080,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-12-29,2,8.5,17.0,online,Baden-Württemberg,young_active_women,treatment
T0001054,C00272,ALK-FB-03,Hornhaut Reduziercreme,Feet,2023-12-29,2,6.76,13.52,online,Hessen,active_women_35,treatment
T0001376,C00349,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-12-29,1,9.15,9.15,dm,Niedersachsen,athletes_25,treatment
T0001871,C00466,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-12-29,2,6.01,12.02,dm,Niedersachsen,athletes_25,treatment
T0002035,C00503,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-12-29,1,9.15,9.15,pharmacy,Berlin,wellness_50plus,control
T0002194,C00543,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-12-29,1,11.14,11.14,dm,Berlin,traditional_55,control
T0002205,C00544,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2023-12-29,1,8.76,8.76,online,Baden-Württemberg,athletes_25,treatment
T0000756,C00193,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-12-30,2,6.1,12.2,dm,Baden-Württemberg,athletes_25,treatment
T0000855,C00218,ALK-MG-04,Franzbranntwein,Muscles/Joints,2023-12-30,1,7.0,7.0,rossmann,Hamburg,wellness_50plus,treatment
T0001183,C00305,ALK-FB-01,Fuß Butter,Feet,2023-12-30,3,7.98,23.94,dm,Berlin,athletes_25,treatment
T0003023,C00734,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-12-30,2,9.37,18.74,pharmacy,Baden-Württemberg,diabetic_care,control
T0000069,C00017,ALK-LG-01,5 in 1 Beinlotion,Legs,2023-12-31,3,9.94,29.82,pharmacy,Baden-Württemberg,active_women_35,treatment
T0001529,C00383,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2023-12-31,1,9.3,9.3,dm,NRW,athletes_25,control
T0002005,C00496,ALK-MG-01,Mobil Gel,Muscles/Joints,2023-12-31,1,6.03,6.03,pharmacy,Hessen,traditional_55,treatment
T0002143,C00527,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2023-12-31,1,11.46,11.46,pharmacy,Hessen,active_women_35,treatment
T0002589,C00631,ALK-FB-01,Fuß Butter,Feet,2023-12-31,3,8.06,24.18,online,Hamburg,wellness_50plus,treatment
T0003242,C00791,ALK-FB-01,Fuß Butter,Feet,2023-12-31,1,7.93,7.93,online,Baden-Württemberg,active_women_35,control
T0000685,C00175,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-01,3,8.53,25.59,online,Hessen,diabetic_care,treatment
T0000727,C00187,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-01,2,10.2,20.4,pharmacy,Hamburg,wellness_50plus,treatment
T0001870,C00466,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-01,1,8.76,8.76,pharmacy,Niedersachsen,athletes_25,treatment
T0001985,C00491,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-01,1,8.13,8.13,rossmann,Bayern,traditional_55,treatment
T0002500,C00613,ALK-FB-04,Hornhaut Entferner Maske,Feet,2024-01-01,3,8.6,25.8,online,Sachsen,active_women_35,control
T0003216,C00784,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-01,3,8.71,26.13,online,Sachsen,athletes_25,control
T0000393,C00098,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-01-02,1,6.42,6.42,pharmacy,Hessen,traditional_55,treatment
T0001790,C00444,ALK-FB-01,Fuß Butter,Feet,2024-01-02,1,7.55,7.55,pharmacy,Niedersachsen,diabetic_care,treatment
T0002071,C00511,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-02,1,5.56,5.56,pharmacy,Hamburg,diabetic_care,treatment
T0002097,C00516,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-02,1,6.71,6.71,pharmacy,NRW,young_active_women,control
T0002756,C00669,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-02,2,9.13,18.26,pharmacy,Sachsen,diabetic_care,control
T0003136,C00763,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-02,1,2.59,2.59,pharmacy,Baden-Württemberg,traditional_55,control
T0003145,C00765,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-02,1,7.55,7.55,online,Niedersachsen,diabetic_care,control
T0000777,C00198,ALK-FB-01,Fuß Butter,Feet,2024-01-03,1,8.02,8.02,pharmacy,Niedersachsen,diabetic_care,treatment
T0001681,C00417,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-03,1,10.02,10.02,pharmacy,Baden-Württemberg,wellness_50plus,control
T0002061,C00510,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-03,1,6.11,6.11,rossmann,Sachsen,athletes_25,treatment
T0003084,C00750,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-03,1,5.64,5.64,dm,Baden-Württemberg,athletes_25,treatment
T0000155,C00037,ALK-FB-02,Sole Fußbad,Feet,2024-01-04,2,6.7,13.4,pharmacy,Baden-Württemberg,diabetic_care,control
T0000416,C00103,ALK-FB-02,Sole Fußbad,Feet,2024-01-04,1,6.34,6.34,pharmacy,Berlin,wellness_50plus,treatment
T0001380,C00351,ALK-FB-01,Fuß Butter,Feet,2024-01-04,2,8.0,16.0,pharmacy,Hamburg,diabetic_care,control
T0001421,C00359,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-04,1,5.57,5.57,rossmann,Hessen,traditional_55,control
T0000360,C00089,ALK-FB-01,Fuß Butter,Feet,2024-01-05,1,7.5,7.5,online,NRW,wellness_50plus,treatment
T0000476,C00118,ALK-FB-01,Fuß Butter,Feet,2024-01-05,2,7.95,15.9,rossmann,NRW,diabetic_care,treatment
T0003271,C00795,ALK-FB-02,Sole Fußbad,Feet,2024-01-05,1,6.6,6.6,online,NRW,athletes_25,treatment
T0000267,C00063,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-06,1,2.54,2.54,online,Niedersachsen,traditional_55,control
T0001039,C00268,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-06,1,8.61,8.61,pharmacy,Berlin,diabetic_care,treatment
T0002064,C00511,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-06,1,7.37,7.37,online,Hamburg,diabetic_care,treatment
T0002429,C00598,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-06,1,8.1,8.1,pharmacy,NRW,traditional_55,treatment
T0002679,C00651,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-06,1,6.84,6.84,pharmacy,NRW,young_active_women,treatment
T0003237,C00789,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-06,1,5.63,5.63,rossmann,NRW,traditional_55,control
T0001414,C00358,ALK-FB-04,Hornhaut Entferner Maske,Feet,2024-01-07,1,8.09,8.09,online,Baden-Württemberg,active_women_35,treatment
T0002919,C00708,ALK-FB-06,Fußpflege Deospray,Feet,2024-01-07,1,6.02,6.02,dm,Hessen,young_active_women,control
T0000005,C00001,ALK-FB-02,Sole Fußbad,Feet,2024-01-08,1,6.4,6.4,online,Berlin,young_active_women,treatment
T0000231,C00054,ALK-FB-06,Fußpflege Deospray,Feet,2024-01-08,2,6.07,12.14,online,Hamburg,young_active_women,control
T0000306,C00075,ALK-FB-02,Sole Fußbad,Feet,2024-01-08,2,6.32,12.64,dm,Baden-Württemberg,wellness_50plus,treatment
T0000582,C00146,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-08,1,7.23,7.23,online,Baden-Württemberg,diabetic_care,treatment
T0000593,C00151,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-08,1,5.92,5.92,dm,Bayern,athletes_25,treatment
T0000902,C00230,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-08,3,7.06,21.18,pharmacy,Baden-Württemberg,diabetic_care,treatment
T0001358,C00347,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-08,1,2.56,2.56,rossmann,Hessen,traditional_55,treatment
T0000034,C00009,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-09,2,10.16,20.32,online,Sachsen,active_women_35,treatment
T0001540,C00388,ALK-FB-01,Fuß Butter,Feet,2024-01-09,2,7.79,15.58,online,Sachsen,active_women_35,treatment
T0002335,C00572,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-09,1,7.25,7.25,pharmacy,Hessen,diabetic_care,control
T0000245,C00058,ALK-FB-02,Sole Fußbad,Feet,2024-01-10,1,6.38,6.38,online,Bayern,wellness_50plus,treatment
T0001181,C00304,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-10,1,9.09,9.09,online,Bayern,athletes_25,treatment
T0001263,C00323,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-10,2,8.92,17.84,online,Berlin,athletes_25,treatment
T0002063,C00510,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-10,1,5.91,5.91,dm,Sachsen,athletes_25,treatment
T0002854,C00691,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-10,1,7.05,7.05,pharmacy,Hamburg,diabetic_care,control
T0001406,C00356,ALK-FB-01,Fuß Butter,Feet,2024-01-11,1,7.61,7.61,online,Niedersachsen,wellness_50plus,control
T0001536,C00386,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-11,3,6.94,20.82,online,Baden-Württemberg,active_women_35,control
T0003004,C00729,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-11,2,7.54,15.08,pharmacy,Niedersachsen,diabetic_care,control
T0000682,C00175,ALK-FB-01,Fuß Butter,Feet,2024-01-12,1,7.78,7.78,pharmacy,Hessen,diabetic_care,treatment
T0002428,C00598,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-12,1,7.89,7.89,dm,NRW,traditional_55,treatment
T0002810,C00681,ALK-FB-01,Fuß Butter,Feet,2024-01-12,2,7.77,15.54,pharmacy,Sachsen,diabetic_care,treatment
T0000702,C00180,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-13,1,9.17,9.17,pharmacy,Niedersachsen,athletes_25,control
T0000992,C00255,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-13,1,5.8,5.8,pharmacy,Bayern,traditional_55,control
T0001125,C00291,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-13,1,9.47,9.47,pharmacy,Berlin,active_women_35,control
T0001402,C00356,ALK-FB-02,Sole Fußbad,Feet,2024-01-13,1,6.8,6.8,pharmacy,Niedersachsen,wellness_50plus,control
T0003212,C00783,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-13,1,5.57,5.57,pharmacy,Bayern,traditional_55,control
T0000224,C00053,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-14,1,2.56,2.56,pharmacy,Bayern,traditional_55,control
T0000324,C00080,ALK-FB-06,Fußpflege Deospray,Feet,2024-01-14,2,6.39,12.78,online,Baden-Württemberg,young_active_women,treatment
T0000373,C00091,ALK-FB-02,Sole Fußbad,Feet,2024-01-14,1,6.54,6.54,pharmacy,Hamburg,traditional_55,treatment
T0000841,C00215,ALK-LG-02,Bein Frische Gel,Legs,2024-01-14,2,8.06,16.12,pharmacy,NRW,young_active_women,treatment
T0001587,C00397,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-15,1,6.71,6.71,rossmann,Hessen,traditional_55,treatment
T0001896,C00473,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-01-15,1,6.67,6.67,pharmacy,NRW,wellness_50plus,treatment
T0002150,C00528,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-15,2,9.92,19.84,online,Hessen,athletes_25,control
T0002735,C00663,ALK-FB-01,Fuß Butter,Feet,2024-01-15,1,7.86,7.86,pharmacy,Sachsen,wellness_50plus,control
T0003085,C00750,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-15,2,5.95,11.9,dm,Baden-Württemberg,athletes_25,treatment
T0000564,C00141,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-16,2,7.52,15.04,pharmacy,Hessen,diabetic_care,control
T0000747,C00191,ALK-FB-01,Fuß Butter,Feet,2024-01-16,1,7.8,7.8,online,Niedersachsen,wellness_50plus,treatment
T0000929,C00236,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-16,1,10.12,10.12,pharmacy,Sachsen,wellness_50plus,control
T0002083,C00514,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-01-16,1,6.48,6.48,pharmacy,Bayern,traditional_55,control
T0002819,C00683,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-16,1,9.04,9.04,pharmacy,NRW,diabetic_care,control
T0002978,C00723,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2024-01-16,1,11.88,11.88,pharmacy,Bayern,active_women_35,control
T0003143,C00764,ALK-FB-01,Fuß Butter,Feet,2024-01-16,2,7.55,15.1,rossmann,NRW,wellness_50plus,treatment
T0000075,C00018,ALK-FB-01,Fuß Butter,Feet,2024-01-17,1,7.77,7.77,pharmacy,Hessen,diabetic_care,treatment
T0001991,C00492,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-17,1,5.79,5.79,online,Sachsen,athletes_25,control
T0002397,C00589,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-17,1,10.27,10.27,online,Baden-Württemberg,athletes_25,control
T0002613,C00635,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-17,2,7.29,14.58,pharmacy,Sachsen,diabetic_care,treatment
T0000268,C00064,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2024-01-18,1,11.08,11.08,pharmacy,Bayern,active_women_35,treatment
T0000621,C00159,ALK-FB-02,Sole Fußbad,Feet,2024-01-18,1,6.23,6.23,pharmacy,Sachsen,athletes_25,control
T0000983,C00253,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-18,1,7.9,7.9,online,Baden-Württemberg,young_active_women,treatment
T0001411,C00358,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-18,1,10.15,10.15,online,Baden-Württemberg,active_women_35,treatment
T0001843,C00458,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2024-01-18,3,12.01,36.03,pharmacy,Niedersachsen,active_women_35,control
T0001889,C00471,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-18,1,2.38,2.38,rossmann,NRW,traditional_55,control
T0002423,C00596,ALK-FB-04,Hornhaut Entferner Maske,Feet,2024-01-18,1,8.4,8.4,rossmann,Hamburg,young_active_women,control
T0003037,C00738,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-18,3,5.92,17.76,online,Sachsen,active_women_35,treatment
T0000523,C00131,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-19,1,2.61,2.61,pharmacy,Berlin,traditional_55,control
T0002313,C00566,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-19,2,8.48,16.96,rossmann,Hamburg,traditional_55,control
T0002526,C00618,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-19,1,7.14,7.14,pharmacy,Sachsen,athletes_25,treatment
T0003019,C00733,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-19,1,7.12,7.12,rossmann,Niedersachsen,diabetic_care,control
T0000116,C00027,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-20,1,2.6,2.6,pharmacy,Bayern,diabetic_care,treatment
T0000456,C00112,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2024-01-20,3,9.35,28.05,dm,NRW,athletes_25,control
T0000651,C00166,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-20,1,8.15,8.15,pharmacy,Berlin,young_active_women,treatment
T0001509,C00378,ALK-FB-01,Fuß Butter,Feet,2024-01-20,1,7.95,7.95,pharmacy,Niedersachsen,wellness_50plus,treatment
T0002731,C00662,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-20,1,8.74,8.74,online,Berlin,athletes_25,treatment
T0002773,C00673,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-20,2,8.76,17.52,dm,Niedersachsen,athletes_25,treatment
T0001470,C00368,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-21,1,6.05,6.05,pharmacy,Berlin,traditional_55,treatment
T0002478,C00609,ALK-FB-02,Sole Fußbad,Feet,2024-01-21,2,6.36,12.72,pharmacy,Hessen,wellness_50plus,control
T0002565,C00625,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-21,2,9.04,18.08,online,Hamburg,traditional_55,treatment
T0002685,C00653,ALK-FB-01,Fuß Butter,Feet,2024-01-21,1,7.39,7.39,pharmacy,Baden-Württemberg,wellness_50plus,treatment
T0000319,C00078,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-22,1,2.5,2.5,pharmacy,Berlin,athletes_25,treatment
T0002309,C00566,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2024-01-22,1,9.84,9.84,pharmacy,Hamburg,traditional_55,control
T0002450,C00602,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-22,1,8.39,8.39,online,Niedersachsen,traditional_55,control
T0002655,C00646,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-22,1,8.66,8.66,rossmann,Berlin,athletes_25,treatment
T0000002,C00001,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-23,1,6.7,6.7,online,Berlin,young_active_women,treatment
T0000604,C00154,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-23,1,8.48,8.48,pharmacy,Niedersachsen,diabetic_care,treatment
T0001623,C00406,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-23,1,5.72,5.72,pharmacy,Sachsen,traditional_55,control
T0002066,C00511,ALK-FB-01,Fuß Butter,Feet,2024-01-23,2,7.72,15.44,pharmacy,Hamburg,diabetic_care,treatment
T0000183,C00043,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-01-24,2,10.35,20.7,dm,Hessen,active_women_35,treatment
T0001394,C00354,ALK-MG-03,Mobil Eisspray akut,Muscles/Joints,2024-01-24,1,9.34,9.34,rossmann,Sachsen,athletes_25,treatment
T0002004,C00496,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-24,2,8.41,16.82,online,Hessen,traditional_55,treatment
T0002037,C00504,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-24,1,6.71,6.71,online,NRW,diabetic_care,treatment
T0001058,C00273,ALK-LG-02,Bein Frische Gel,Legs,2024-01-25,1,8.51,8.51,online,NRW,young_active_women,control
T0001155,C00297,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-25,2,5.75,11.5,pharmacy,Hamburg,traditional_55,control
T0002244,C00554,ALK-FB-05,10% Urea Fußcreme,Feet,2024-01-25,1,7.25,7.25,online,Hessen,young_active_women,treatment
T0002725,C00661,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-25,1,6.06,6.06,online,Bayern,athletes_25,control
T0000095,C00024,ALK-FB-02,Sole Fußbad,Feet,2024-01-26,1,6.8,6.8,dm,Berlin,active_women_35,control
T0000928,C00236,ALK-FB-02,Sole Fußbad,Feet,2024-01-26,1,6.69,6.69,pharmacy,Sachsen,wellness_50plus,control
T0001534,C00386,ALK-FB-01,Fuß Butter,Feet,2024-01-26,1,7.84,7.84,dm,Baden-Württemberg,active_women_35,control
T0001959,C00487,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-26,1,8.38,8.38,online,Hamburg,active_women_35,treatment
T0002131,C00524,ALK-FB-03,Hornhaut Reduziercreme,Feet,2024-01-26,1,6.92,6.92,rossmann,NRW,diabetic_care,control
T0002844,C00689,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-26,1,8.1,8.1,pharmacy,Niedersachsen,traditional_55,control
T0000758,C00194,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-01-27,1,6.81,6.81,pharmacy,Bayern,traditional_55,control
T0001219,C00313,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-01-27,2,7.9,15.8,pharmacy,Bayern,traditional_55,treatment
T0001298,C00332,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-01-27,1,8.48,8.48,pharmacy,Berlin,athletes_25,control
T0001739,C00430,ALK-FB-06,Fußpflege Deospray,Feet,2024-01-27,1,6.28,6.28,online,Niedersachsen,young_active_women,treatment
T0002483,C00610,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-27,1,5.56,5.56,pharmacy,Hamburg,traditional_55,treatment
T0000753,C00193,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-28,1,6.07,6.07,dm,Baden-Württemberg,athletes_25,treatment
T0002041,C00505,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-28,1,5.93,5.93,online,Hamburg,wellness_50plus,treatment
T0002915,C00707,ALK-CB-01,Ur Bonbons,Cough drops,2024-01-29,2,2.37,4.74,dm,NRW,active_women_35,control
T0001404,C00356,ALK-FB-02,Sole Fußbad,Feet,2024-01-30,2,6.52,13.04,online,Niedersachsen,wellness_50plus,control
T0001505,C00378,ALK-FB-02,Sole Fußbad,Feet,2024-01-30,1,6.54,6.54,pharmacy,Niedersachsen,wellness_50plus,treatment
T0002509,C00616,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-01-30,1,6.05,6.05,online,Niedersachsen,athletes_25,treatment
T0001205,C00310,ALK-FB-06,Fußpflege Deospray,Feet,2024-01-31,1,6.38,6.38,rossmann,Hamburg,young_active_women,control
T0002380,C00585,ALK-FB-01,Fuß Butter,Feet,2024-01-31,1,7.82,7.82,pharmacy,Hessen,diabetic_care,control
T0000784,C00199,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-02-01,1,9.06,9.06,online,Berlin,athletes_25,control
T0001224,C00315,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-02-01,1,6.97,6.97,pharmacy,Baden-Württemberg,traditional_55,control
T0002531,C00619,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-02-01,1,6.95,6.95,pharmacy,NRW,wellness_50plus,treatment
T0002736,C00663,ALK-FB-02,Sole Fußbad,Feet,2024-02-01,1,6.74,6.74,pharmacy,Sachsen,wellness_50plus,control
T0002926,C00709,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-02-01,3,8.5,25.5,online,Bayern,traditional_55,treatment
T0000710,C00183,ALK-FB-06,Fußpflege Deospray,Feet,2024-02-02,1,5.97,5.97,online,Hessen,athletes_25,treatment
T0000946,C00241,ALK-CB-01,Ur Bonbons,Cough drops,2024-02-02,1,2.44,2.44,dm,Hessen,traditional_55,control
T0001569,C00392,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-02-02,1,6.62,6.62,online,Baden-Württemberg,wellness_50plus,treatment
T0002566,C00625,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-02-02,3,6.58,19.74,pharmacy,Hamburg,traditional_55,treatment
T0002588,C00631,ALK-FB-01,Fuß Butter,Feet,2024-02-02,3,7.36,22.08,online,Hamburg,wellness_50plus,treatment
T0000663,C00169,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-02-03,1,5.8,5.8,online,Baden-Württemberg,athletes_25,control
T0002142,C00526,ALK-FB-06,Fußpflege Deospray,Feet,2024-02-03,1,6.3,6.3,online,Hessen,young_active_women,control
T0002609,C00635,ALK-FB-01,Fuß Butter,Feet,2024-02-03,1,7.75,7.75,pharmacy,Sachsen,diabetic_care,treatment
T0002717,C00659,ALK-LG-02,Bein Frische Gel,Legs,2024-02-03,1,8.1,8.1,pharmacy,NRW,young_active_women,control
T0002807,C00680,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-02-03,1,5.8,5.8,rossmann,Niedersachsen,athletes_25,control
T0002843,C00689,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-02-03,1,5.56,5.56,pharmacy,Niedersachsen,traditional_55,control
T0001251,C00321,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-02-04,1,7.99,7.99,pharmacy,Sachsen,traditional_55,control
T0001477,C00370,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-02-04,2,5.77,11.54,online,Bayern,athletes_25,treatment
T0001666,C00415,ALK-MG-05,Wärmendes Intensiv Gel,Muscles/Joints,2024-02-04,1,8.19,8.19,pharmacy,NRW,wellness_50plus,control
T0002407,C00593,ALK-LG-03,Besenreiser Pflegebalsam,Legs,2024-02-04,1,12.01,12.01,dm,Hessen,active_women_35,treatment
T0002870,C00695,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-02-04,3,6.1,18.3,pharmacy,Bayern,athletes_25,control
T0002890,C00700,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-02-04,2,8.81,17.62,dm,Hessen,athletes_25,control
T0002951,C00713,ALK-FB-05,10% Urea Fußcreme,Feet,2024-02-04,1,7.43,7.43,rossmann,Hamburg,athletes_25,control
T0003137,C00764,ALK-FB-01,Fuß Butter,Feet,2024-02-04,2,7.36,14.72,pharmacy,NRW,wellness_50plus,treatment
T0000879,C00227,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-02-05,3,8.7,26.1,pharmacy,Berlin,athletes_25,control
T0001494,C00374,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-02-05,2,6.99,13.98,pharmacy,Hamburg,traditional_55,control
T0001801,C00447,ALK-LG-01,5 in 1 Beinlotion,Legs,2024-02-05,1,9.63,9.63,online,Hamburg,wellness_50plus,control
T0000178,C00042,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-02-06,1,5.56,5.56,dm,Sachsen,athletes_25,control
T0002505,C00615,ALK-MG-01,Mobil Gel,Muscles/Joints,2024-02-06,1,6.11,6.11,pharmacy,Hamburg,traditional_55,control
T0000124,C00028,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-02-07,1,6.61,6.61,online,Sachsen,wellness_50plus,treatment
T0000212,C00049,ALK-MG-04,Franzbranntwein,Muscles/Joints,2024-02-07,1,6.83,6.83,online,Niedersachsen,wellness_50plus,control
T0000362,C00089,ALK-MG-02,Mobil Einreibung Extra Stark,Muscles/Joints,2024-02-07,1,9.33,9.33,pharmacy,NRW,wellness_50plus,treatment
